secaoprincipal;zona;codmunicipio;municipio;codlocal;localvotacao;endereco;bairro;cep;aptos
202;80;13897;FORTALEZA;1155;UAPS CESAR CALS DE OLIVEIRA;RUA CAPITÃO ARAGÃO 555;ALTO DA BALANÇA;60851150;328
203;80;13897;FORTALEZA;1155;UAPS CESAR CALS DE OLIVEIRA;RUA CAPITÃO ARAGÃO 555;ALTO DA BALANÇA;60851150;325
204;80;13897;FORTALEZA;1155;UAPS CESAR CALS DE OLIVEIRA;RUA CAPITÃO ARAGÃO 555;ALTO DA BALANÇA;60851150;321
205;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;363
206;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;363
207;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;367
208;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;370
209;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;361
210;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;373
211;80;13897;FORTALEZA;1163;EEF CIRCULISTA BOM JESUS;RUA JOSE BUSON 101;ALTO DA BALANÇA;60851170;364
212;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;398
213;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;394
214;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;392
215;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;400
216;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;398
217;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;397
218;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;395
219;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;398
220;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;394
221;80;13897;FORTALEZA;1171;EM PROFESSORA EDITH BRAGA;RUA CAPITAO VASCONCELOS 1061;ALTO DA BALANÇA;60851220;395
222;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;381
223;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;385
224;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;372
225;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;373
226;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;375
227;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;371
228;80;13897;FORTALEZA;1180;EEFM PADRE ROCHA;RUA CEL ALVES TEIXEIRA 525;JOAQUIM TÁVORA;60130000;379
229;80;13897;FORTALEZA;1198;EEFM D. LUIZA TÁVORA - PIO XII;RUA ANA GONCALVES, 947;SÃO JOÃO DO TAUAPE;60130490;367
230;80;13897;FORTALEZA;1198;EEFM D. LUIZA TÁVORA - PIO XII;RUA ANA GONCALVES, 947;SÃO JOÃO DO TAUAPE;60130490;369
231;80;13897;FORTALEZA;1198;EEFM D. LUIZA TÁVORA - PIO XII;RUA ANA GONCALVES, 947;SÃO JOÃO DO TAUAPE;60130490;371
232;80;13897;FORTALEZA;1198;EEFM D. LUIZA TÁVORA - PIO XII;RUA ANA GONCALVES, 947;SÃO JOÃO DO TAUAPE;60130490;365
233;80;13897;FORTALEZA;1198;EEFM D. LUIZA TÁVORA - PIO XII;RUA ANA GONCALVES, 947;SÃO JOÃO DO TAUAPE;60130490;370
234;80;13897;FORTALEZA;1198;EEFM D. LUIZA TÁVORA - PIO XII;RUA ANA GONCALVES, 947;SÃO JOÃO DO TAUAPE;60130490;373
235;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;392
236;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;388
237;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;396
238;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;396
239;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;393
240;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;393
241;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;393
242;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;392
243;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;396
244;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;394
245;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;391
246;80;13897;FORTALEZA;1201;EEFM NOEL HUGNEN OLIVEIRA PAIVA;RUA MONSENHOR SALAZAR 279;SÃO JOÃO DO TAUAPE;60130370;390
247;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;299
248;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;296
249;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;296
250;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;298
251;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;300
252;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;305
253;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;319
254;80;13897;FORTALEZA;1465;RATIO FACULDADE;RUA ISAAC AMARAL, 420;DIONISIO TORRES;60130120;293
255;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;357
256;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;355
257;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;349
258;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;352
259;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;354
260;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;356
261;80;13897;FORTALEZA;1481;CENTRO DE FORMAÇÃO CAPACITAÇÃO E PESQUISA FREI HUMBERTO;RUA PAULO FIRMEZA, 445;SÃO JOÃO DO TAUAPE;60130420;351
262;80;13897;FORTALEZA;1236;IGREJA DO BRAZ - CENTRO PASTORAL PIO XII;RUA EVARISTO REIS C/ AV RAUL BARBOSA;SÃO JOÃO DO TAUAPE;60000000;253
264;80;13897;FORTALEZA;1252;COLÉGIO JENNY GOMES;AV. BORGES DE MELO, 210;AEROPORTO;60415510;324
265;80;13897;FORTALEZA;1252;COLÉGIO JENNY GOMES;AV. BORGES DE MELO, 210;AEROPORTO;60415510;328
266;80;13897;FORTALEZA;1252;COLÉGIO JENNY GOMES;AV. BORGES DE MELO, 210;AEROPORTO;60415510;327
267;80;13897;FORTALEZA;1252;COLÉGIO JENNY GOMES;AV. BORGES DE MELO, 210;AEROPORTO;60415510;323
268;80;13897;FORTALEZA;1252;COLÉGIO JENNY GOMES;AV. BORGES DE MELO, 210;AEROPORTO;60415510;318
269;80;13897;FORTALEZA;1260;FACULDADE MAURÍCIO DE NASSAU;AVENIDA VISCONDE DO RIO BRANCO, 2078;JOSÉ BONIFÁCIO;60055264;385
270;80;13897;FORTALEZA;1260;FACULDADE MAURÍCIO DE NASSAU;AVENIDA VISCONDE DO RIO BRANCO, 2078;JOSÉ BONIFÁCIO;60055264;391
271;80;13897;FORTALEZA;1260;FACULDADE MAURÍCIO DE NASSAU;AVENIDA VISCONDE DO RIO BRANCO, 2078;JOSÉ BONIFÁCIO;60055264;392
273;80;13897;FORTALEZA;1287;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;AV LAURO VIEIRA CHAVES, 2001;VILA UNIÃO;60422700;421
274;80;13897;FORTALEZA;1287;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;AV LAURO VIEIRA CHAVES, 2001;VILA UNIÃO;60422700;420
275;80;13897;FORTALEZA;1287;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;AV LAURO VIEIRA CHAVES, 2001;VILA UNIÃO;60422700;420
276;80;13897;FORTALEZA;1287;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;AV LAURO VIEIRA CHAVES, 2001;VILA UNIÃO;60422700;419
277;80;13897;FORTALEZA;1287;ESCOLA MUNICIPAL HAROLDO JORGE BRAUN VIEIRA;AV LAURO VIEIRA CHAVES, 2001;VILA UNIÃO;60422700;426
278;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;384
279;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;382
280;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;377
281;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;379
282;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;384
283;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;379
284;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;383
285;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;383
286;80;13897;FORTALEZA;1295;ESCOLA MUNICIPAL GAL. MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;379
287;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;346
288;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;349
289;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;345
290;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;345
291;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;348
292;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;349
293;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;344
294;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;342
295;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;346
296;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;348
297;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;345
298;80;13897;FORTALEZA;1309;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;344
299;80;13897;FORTALEZA;1317;IGREJA MATRIZ DA AEROLÂNDIA - PARÓQUIA N. SRA DO SAGRADO CORAÇÃO;RUA ASPIRANTE MENDES, 540;AEROLÂNDIA;60851280;396
300;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;410
301;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;409
302;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;409
303;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;409
304;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;404
305;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;410
306;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;410
307;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;411
308;80;13897;FORTALEZA;1333;COLÉGIO CHRISTUS - DIONÍSIO TORRES;RUA ISRAEL BEZERRA 630;DIONISIO TORRES;60135460;398
309;80;13897;FORTALEZA;1333;COLÉGIO CHRISTUS - DIONÍSIO TORRES;RUA ISRAEL BEZERRA 630;DIONISIO TORRES;60135460;395
310;80;13897;FORTALEZA;1333;COLÉGIO CHRISTUS - DIONÍSIO TORRES;RUA ISRAEL BEZERRA 630;DIONISIO TORRES;60135460;395
311;80;13897;FORTALEZA;1333;COLÉGIO CHRISTUS - DIONÍSIO TORRES;RUA ISRAEL BEZERRA 630;DIONISIO TORRES;60135460;392
312;80;13897;FORTALEZA;1333;COLÉGIO CHRISTUS - DIONÍSIO TORRES;RUA ISRAEL BEZERRA 630;DIONISIO TORRES;60135460;396
313;80;13897;FORTALEZA;1333;COLÉGIO CHRISTUS - DIONÍSIO TORRES;RUA ISRAEL BEZERRA 630;DIONISIO TORRES;60135460;399
314;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;404
315;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;401
316;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;401
317;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;401
318;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;399
319;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;402
320;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;400
321;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;400
322;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;400
323;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;397
324;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;399
325;80;13897;FORTALEZA;1341;COLÉGIO SANTO INACIO;AVENIDA DESEMBARGADOR MOREIRA 2355;DIONISIO TORRES;60170002;400
326;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;410
327;80;13897;FORTALEZA;1325;ASSEMBLÉIA LEGISLATIVA;AVENIDA DESEMBARGADOR MOREIRA 2807;DIONISIO TORRES;60170002;408
328;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;436
329;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;431
330;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;429
331;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;434
332;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;430
333;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;432
334;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;432
335;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;427
336;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;429
337;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;429
338;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;434
339;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;430
340;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;433
341;80;13897;FORTALEZA;1368;COLÉGIO IRMÃ MARIA MONTENEGRO;RUA PINHO PESSOA 681;JOAQUIM TÁVORA;60135170;431
342;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;385
343;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;396
344;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;381
345;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;381
346;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;394
347;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;386
348;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;393
349;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;393
350;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;385
351;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;378
352;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;395
353;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;385
354;80;13897;FORTALEZA;1376;COLÉGIO SALESIANO DOM BOSCO;AV ANTONIO SALES 116;JOAQUIM TÁVORA;60135100;388
355;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;363
356;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;366
357;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;362
358;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;365
359;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;360
360;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;362
361;80;13897;FORTALEZA;1384;EMEIF ALMERINDA DE ALBUQUERQUE;RUA ANA GONCALVES 1105;SÃO JOÃO DO TAUAPE;60130490;362
362;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;311
363;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;314
364;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;313
365;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;319
366;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;318
367;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;316
368;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;313
369;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;317
370;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;311
371;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;312
372;80;13897;FORTALEZA;1392;INSTITUTO DE EDUCAÇÃO DO CEARÁ;RUA GRACILIANO RAMOS, 52;FÁTIMA;60415050;321
373;80;13897;FORTALEZA;1406;ESCOLA MISSIONÁRIO EURICO BERGSTEN;RUA CRUZ ABREU 204;SÃO JOÃO DO TAUAPE;60130440;294
374;80;13897;FORTALEZA;1406;ESCOLA MISSIONÁRIO EURICO BERGSTEN;RUA CRUZ ABREU 204;SÃO JOÃO DO TAUAPE;60130440;290
375;80;13897;FORTALEZA;1406;ESCOLA MISSIONÁRIO EURICO BERGSTEN;RUA CRUZ ABREU 204;SÃO JOÃO DO TAUAPE;60130440;294
376;80;13897;FORTALEZA;1406;ESCOLA MISSIONÁRIO EURICO BERGSTEN;RUA CRUZ ABREU 204;SÃO JOÃO DO TAUAPE;60130440;293
377;80;13897;FORTALEZA;1406;ESCOLA MISSIONÁRIO EURICO BERGSTEN;RUA CRUZ ABREU 204;SÃO JOÃO DO TAUAPE;60130440;290
